#GAP		T_EQ		T_SC		T_CDW
0.000000	0.097193	0.086193	0.086193
0.002500	0.097186	0.086520	0.085849
0.005000	0.097165	0.086826	0.085497
0.007500	0.097130	0.087110	0.085137
0.010000	0.097081	0.087373	0.084767
0.012500	0.097018	0.087615	0.084388
0.015000	0.096941	0.087836	0.084000
0.017500	0.096850	0.088037	0.083604
0.020000	0.096745	0.088217	0.083198
0.022500	0.096625	0.088378	0.082783
0.025000	0.096491	0.088518	0.082358
0.027500	0.096343	0.088639	0.081925
0.030000	0.096180	0.088739	0.081484
0.032500	0.096002	0.088821	0.081033
0.035000	0.095810	0.088882	0.080574
0.037500	0.095602	0.088924	0.080106
0.040000	0.095380	0.088946	0.079631
0.042500	0.095142	0.088948	0.079147
0.045000	0.094889	0.088930	0.078656
0.047500	0.094619	0.088892	0.078158
0.050000	0.094335	0.088835	0.077653
0.052500	0.094033	0.088756	0.077141
0.055000	0.093716	0.088658	0.076623
0.057500	0.093382	0.088538	0.076100
0.060000	0.093030	0.088397	0.075572
0.062500	0.092662	0.088235	0.075039
0.065000	0.092276	0.088051	0.074502
0.067500	0.091871	0.087844	0.073961
0.070000	0.091449	0.087615	0.073417
0.072500	0.091007	0.087363	0.072871
0.075000	0.090546	0.087087	0.072323
0.077500	0.090066	0.086786	0.071773
0.080000	0.089564	0.086461	0.071222
0.082500	0.089042	0.086109	0.070669
0.085000	0.088499	0.085731	0.070115
0.087500	0.087933	0.085326	0.069561
0.090000	0.087344	0.084892	0.069004
0.092500	0.086731	0.084429	0.068446
0.095000	0.086094	0.083936	0.067885
0.097500	0.085431	0.083411	0.067321
0.100000	0.084741	0.082854	0.066751
0.102500	0.084024	0.082262	0.066174
0.105000	0.083278	0.081634	0.065587
0.107500	0.082501	0.080970	0.064988
0.110000	0.081692	0.080266	0.064373
0.112500	0.080849	0.079522	0.063739
0.115000	0.079971	0.078734	0.063081
0.117500	0.079055	0.077901	0.062393
0.120000	0.078099	0.077020	0.061669
0.122500	0.077100	0.076087	0.060904
0.125000	0.076056	0.075100	0.060089
0.127500	0.074962	0.074055	0.059215
0.130000	0.073815	0.072947	0.058272
0.132500	0.072609	0.071771	0.057248
0.135000	0.071339	0.070521	0.056130
0.137500	0.069999	0.069189	0.054901
0.140000	0.068581	0.067767	0.053538
0.142500	0.067074	0.066243	0.052013
0.145000	0.065467	0.064603	0.050289
0.147500	0.063744	0.062829	0.048308
0.150000	0.061885	0.060897	0.045983
