#GAP		T_EQ		T_SC		T_CDW
0.000000	0.097193	0.084928	0.084928
0.002500	0.097186	0.085547	0.084291
0.005000	0.097165	0.086131	0.083652
0.007500	0.097130	0.086683	0.083012
0.010000	0.097081	0.087203	0.082372
0.012500	0.097018	0.087692	0.081732
0.015000	0.096941	0.088152	0.081092
0.017500	0.096850	0.088581	0.080455
0.020000	0.096745	0.088983	0.079822
0.022500	0.096625	0.089356	0.079193
0.025000	0.096491	0.089701	0.078572
0.027500	0.096343	0.090019	0.077959
0.030000	0.096180	0.090311	0.077357
0.032500	0.096002	0.090575	0.076770
0.035000	0.095810	0.090813	0.076199
0.037500	0.095602	0.091024	0.075648
0.040000	0.095380	0.091208	0.075120
0.042500	0.095142	0.091365	0.074619
0.045000	0.094889	0.091496	0.074149
0.047500	0.094619	0.091599	0.073713
0.050000	0.094335	0.091674	0.073316
0.052500	0.094033	0.091721	0.072961
0.055000	0.093716	0.091740	0.072652
0.057500	0.093382	0.091729	0.072391
0.060000	0.093030	0.091688	0.072181
0.062500	0.092662	0.091617	0.072023
0.065000	0.092276	0.091515	0.071918
0.067500	0.091871	0.091381	0.071864
0.070000	0.091449	0.091214	0.071859
0.072500	0.091007	0.091014	0.071900
0.075000	0.090546	0.090780	0.071980
0.077500	0.090066	0.090510	0.072093
0.080000	0.089564	0.090205	0.072231
0.082500	0.089042	0.089864	0.072384
0.085000	0.088499	0.089486	0.072543
0.087500	0.087933	0.089070	0.072697
0.090000	0.087344	0.088616	0.072835
0.092500	0.086731	0.088124	0.072948
0.095000	0.086094	0.087593	0.073027
0.097500	0.085431	0.087022	0.073063
0.100000	0.084741	0.086411	0.073049
0.102500	0.084024	0.085760	0.072978
0.105000	0.083278	0.085068	0.072847
0.107500	0.082501	0.084334	0.072651
0.110000	0.081692	0.083557	0.072386
0.112500	0.080849	0.082736	0.072050
0.115000	0.079971	0.081870	0.071642
0.117500	0.079055	0.080957	0.071158
0.120000	0.078099	0.079996	0.070598
0.122500	0.077100	0.078983	0.069960
0.125000	0.076056	0.077917	0.069242
0.127500	0.074962	0.076794	0.068440
0.130000	0.073815	0.075609	0.067553
0.132500	0.072609	0.074359	0.066574
0.135000	0.071339	0.073038	0.065499
0.137500	0.069999	0.071638	0.064322
0.140000	0.068581	0.070152	0.063032
0.142500	0.067074	0.068569	0.061618
0.145000	0.065467	0.066876	0.060063
0.147500	0.063744	0.065056	0.058347
0.150000	0.061885	0.063087	0.056439
