#GAP		T_EQ		T_SC		T_CDW
0.000000	0.097193	0.090187	0.090187
0.002500	0.097186	0.090295	0.090063
0.005000	0.097165	0.090388	0.089926
0.007500	0.097130	0.090463	0.089776
0.010000	0.097081	0.090522	0.089613
0.012500	0.097018	0.090565	0.089437
0.015000	0.096941	0.090592	0.089247
0.017500	0.096850	0.090602	0.089044
0.020000	0.096745	0.090596	0.088827
0.022500	0.096625	0.090573	0.088597
0.025000	0.096491	0.090534	0.088352
0.027500	0.096343	0.090478	0.088093
0.030000	0.096180	0.090406	0.087820
0.032500	0.096002	0.090317	0.087533
0.035000	0.095810	0.090212	0.087231
0.037500	0.095602	0.090089	0.086914
0.040000	0.095380	0.089950	0.086582
0.042500	0.095142	0.089794	0.086234
0.045000	0.094889	0.089619	0.085871
0.047500	0.094619	0.089430	0.085492
0.050000	0.094335	0.089221	0.085097
0.052500	0.094033	0.088995	0.084686
0.055000	0.093716	0.088751	0.084258
0.057500	0.093382	0.088488	0.083813
0.060000	0.093030	0.088207	0.083350
0.062500	0.092662	0.087907	0.082869
0.065000	0.092276	0.087587	0.082369
0.067500	0.091871	0.087248	0.081851
0.070000	0.091449	0.086889	0.081313
0.072500	0.091007	0.086509	0.080756
0.075000	0.090546	0.086108	0.080177
0.077500	0.090066	0.085686	0.079577
0.080000	0.089564	0.085242	0.078956
0.082500	0.089042	0.084775	0.078311
0.085000	0.088499	0.084284	0.077642
0.087500	0.087933	0.083770	0.076949
0.090000	0.087344	0.083230	0.076229
0.092500	0.086731	0.082664	0.075482
0.095000	0.086094	0.082072	0.074707
0.097500	0.085431	0.081452	0.073902
0.100000	0.084741	0.080803	0.073066
0.102500	0.084024	0.080124	0.072195
0.105000	0.083278	0.079413	0.071289
0.107500	0.082501	0.078669	0.070345
0.110000	0.081692	0.077889	0.069359
0.112500	0.080849	0.077073	0.068330
0.115000	0.079971	0.076217	0.067252
0.117500	0.079055	0.075320	0.066123
0.120000	0.078099	0.074378	0.064935
0.122500	0.077100	0.073389	0.063684
0.125000	0.076056	0.072348	0.062362
0.127500	0.074962	0.071251	0.060959
0.130000	0.073815	0.070094	0.059465
0.132500	0.072609	0.068869	0.057863
0.135000	0.071339	0.067571	0.056135
0.137500	0.069999	0.066191	0.054256
0.140000	0.068581	0.064718	0.052187
0.142500	0.067074	0.063138	0.049876
0.145000	0.065467	0.061434	0.047235
0.147500	0.063744	0.059586	0.044113
0.150000	0.061885	0.057561	0.040191
