#GAP		T_EQ		T_SC		T_CDW
0.000000	0.097193	0.084905	0.084905
0.002500	0.097186	0.085554	0.084238
0.005000	0.097165	0.086166	0.083570
0.007500	0.097130	0.086744	0.082902
0.010000	0.097081	0.087289	0.082234
0.012500	0.097018	0.087802	0.081568
0.015000	0.096941	0.088283	0.080904
0.017500	0.096850	0.088735	0.080244
0.020000	0.096745	0.089156	0.079588
0.022500	0.096625	0.089548	0.078940
0.025000	0.096491	0.089912	0.078302
0.027500	0.096343	0.090247	0.077675
0.030000	0.096180	0.090555	0.077062
0.032500	0.096002	0.090835	0.076467
0.035000	0.095810	0.091087	0.075893
0.037500	0.095602	0.091311	0.075344
0.040000	0.095380	0.091508	0.074823
0.042500	0.095142	0.091677	0.074336
0.045000	0.094889	0.091818	0.073885
0.047500	0.094619	0.091930	0.073477
0.050000	0.094335	0.092014	0.073113
0.052500	0.094033	0.092068	0.072800
0.055000	0.093716	0.092093	0.072540
0.057500	0.093382	0.092087	0.072336
0.060000	0.093030	0.092050	0.072190
0.062500	0.092662	0.091981	0.072102
0.065000	0.092276	0.091880	0.072072
0.067500	0.091871	0.091746	0.072097
0.070000	0.091449	0.091577	0.072173
0.072500	0.091007	0.091374	0.072295
0.075000	0.090546	0.091135	0.072455
0.077500	0.090066	0.090861	0.072644
0.080000	0.089564	0.090549	0.072851
0.082500	0.089042	0.090200	0.073067
0.085000	0.088499	0.089814	0.073279
0.087500	0.087933	0.089389	0.073476
0.090000	0.087344	0.088925	0.073647
0.092500	0.086731	0.088423	0.073784
0.095000	0.086094	0.087881	0.073876
0.097500	0.085431	0.087300	0.073916
0.100000	0.084741	0.086678	0.073899
0.102500	0.084024	0.086017	0.073819
0.105000	0.083278	0.085314	0.073672
0.107500	0.082501	0.084570	0.073456
0.110000	0.081692	0.083783	0.073169
0.112500	0.080849	0.082954	0.072808
0.115000	0.079971	0.082079	0.072374
0.117500	0.079055	0.081157	0.071864
0.120000	0.078099	0.080188	0.071278
0.122500	0.077100	0.079168	0.070614
0.125000	0.076056	0.078095	0.069871
0.127500	0.074962	0.076965	0.069045
0.130000	0.073815	0.075774	0.068135
0.132500	0.072609	0.074519	0.067137
0.135000	0.071339	0.073192	0.066044
0.137500	0.069999	0.071787	0.064850
0.140000	0.068581	0.070297	0.063546
0.142500	0.067074	0.068710	0.062120
0.145000	0.065467	0.067013	0.060557
0.147500	0.063744	0.065189	0.058836
0.150000	0.061885	0.063217	0.056928
